icd_code,count,long_title
0SH408Z,2,"Insertion of Spacer into Lumbosacral Disc, Open Approach"
0DHE8DZ,1,"Insertion of Intraluminal Device into Large Intestine, Via Natural or Artificial Opening Endoscopic"
2041,2,Simple mastoidectomy
8624,4,Chemosurgery of skin
0UBG4ZX,5,"Excision of Vagina, Percutaneous Endoscopic Approach, Diagnostic"
0R9U0ZZ,3,"Drainage of Right Metacarpophalangeal Joint, Open Approach"
0KBC0ZZ,10,"Excision of Right Hand Muscle, Open Approach"
0U900ZZ,8,"Drainage of Right Ovary, Open Approach"
XW04392,4,"Introduction of Defibrotide Sodium Anticoagulant into Central Vein, Percutaneous Approach, New Technology Group 2"
0KX00ZZ,2,"Transfer Head Muscle, Open Approach"
XW023W7,4,"Introduction of COVID-19 Vaccine Booster into Muscle, Percutaneous Approach, New Technology Group 7"
0DBQ4ZZ,6,"Excision of Anus, Percutaneous Endoscopic Approach"
0QBS4ZZ,1,"Excision of Coccyx, Percutaneous Endoscopic Approach"
0MBN0ZX,1,"Excision of Right Knee Bursa and Ligament, Open Approach, Diagnostic"
2W5LXYZ,2,Removal of Other Device on Right Lower Extremity
0D9QXZX,2,"Drainage of Anus, External Approach, Diagnostic"
0QPB0JZ,1,"Removal of Synthetic Substitute from Right Lower Femur, Open Approach"
0QPG0JZ,3,"Removal of Synthetic Substitute from Right Tibia, Open Approach"
0J9R0ZX,8,"Drainage of Left Foot Subcutaneous Tissue and Fascia, Open Approach, Diagnostic"
0212099,5,"Bypass Coronary Artery, Three Arteries from Left Internal Mammary with Autologous Venous Tissue, Open Approach"
0JH60EZ,6,"Insertion of Multiple Array Rechargeable Stimulator Generator into Chest Subcutaneous Tissue and Fascia, Open Approach"
0H9U30Z,8,"Drainage of Left Breast with Drainage Device, Percutaneous Approach"
0JXF0ZZ,2,"Transfer Left Upper Arm Subcutaneous Tissue and Fascia, Open Approach"
05R807Z,1,"Replacement of Left Axillary Vein with Autologous Tissue Substitute, Open Approach"
4A1635H,3,"Monitoring of Lymphatic Flow using Indocyanine Green Dye, Percutaneous Approach"
5149,7,Incision of other bile ducts for relief of obstruction
07T34ZZ,1,"Resection of Right Upper Extremity Lymphatic, Percutaneous Endoscopic Approach"
07DT3ZX,1,"Extraction of Bone Marrow, Percutaneous Approach, Diagnostic"
1472,1,Other removal of vitreous
30253S1,3,"Transfusion of Nonautologous Globulin into Peripheral Artery, Percutaneous Approach"
0WJP8ZZ,5,"Inspection of Gastrointestinal Tract, Via Natural or Artificial Opening Endoscopic Approach"
0DP07UZ,1,"Removal of Feeding Device from Upper Intestinal Tract, Via Natural or Artificial Opening"
0PSQXZZ,6,"Reposition Left Metacarpal, External Approach"
8908,1,Other consultation
3992,7,Injection of sclerosing agent into vein
0K5K0ZZ,1,"Destruction of Right Abdomen Muscle, Open Approach"
0TH982Z,2,"Insertion of Monitoring Device into Ureter, Via Natural or Artificial Opening Endoscopic"
3E1K88Z,4,"Irrigation of Genitourinary Tract using Irrigating Substance, Via Natural or Artificial Opening Endoscopic"
0WPP0YZ,2,"Removal of Other Device from Gastrointestinal Tract, Open Approach"
0YJ8XZZ,3,"Inspection of Left Femoral Region, External Approach"
04CF0ZZ,4,"Extirpation of Matter from Left Internal Iliac Artery, Open Approach"
04CE0ZZ,2,"Extirpation of Matter from Right Internal Iliac Artery, Open Approach"
0QTQ0ZZ,2,"Resection of Right Toe Phalanx, Open Approach"
02703FZ,3,"Dilation of Coronary Artery, One Artery with Three Intraluminal Devices, Percutaneous Approach"
0HQ8XZZ,3,"Repair Buttock Skin, External Approach"
0S9N3ZX,5,"Drainage of Left Metatarsal-Phalangeal Joint, Percutaneous Approach, Diagnostic"
BF031ZZ,1,Plain Radiography of Gallbladder and Bile Ducts using Low Osmolar Contrast
DF001ZZ,4,Beam Radiation of Liver using Photons 1 - 10 MeV
0VTS0ZZ,6,"Resection of Penis, Open Approach"
0TQD0ZZ,7,"Repair Urethra, Open Approach"
0VB50ZX,2,"Excision of Scrotum, Open Approach, Diagnostic"
0SWD3JZ,1,"Revision of Synthetic Substitute in Left Knee Joint, Percutaneous Approach"
02LQ3DZ,1,"Occlusion of Right Pulmonary Artery with Intraluminal Device, Percutaneous Approach"
04RD0JZ,8,"Replacement of Left Common Iliac Artery with Synthetic Substitute, Open Approach"
5429,2,Other diagnostic procedures on abdominal region
0UJH4ZZ,3,"Inspection of Vagina and Cul-de-sac, Percutaneous Endoscopic Approach"
09UX0KZ,1,"Supplement Left Sphenoid Sinus with Nonautologous Tissue Substitute, Open Approach"
09UW0KZ,1,"Supplement Right Sphenoid Sinus with Nonautologous Tissue Substitute, Open Approach"
B200YZZ,4,Plain Radiography of Single Coronary Artery using Other Contrast
03V43DZ,6,"Restriction of Left Subclavian Artery with Intraluminal Device, Percutaneous Approach"
03V63DZ,3,"Restriction of Left Axillary Artery with Intraluminal Device, Percutaneous Approach"
03733ZZ,6,"Dilation of Right Subclavian Artery, Percutaneous Approach"
0KB63ZX,3,"Excision of Left Shoulder Muscle, Percutaneous Approach, Diagnostic"
0QCJ0ZZ,2,"Extirpation of Matter from Right Fibula, Open Approach"
0YQK0ZZ,1,"Repair Right Ankle Region, Open Approach"
0LDS0ZZ,1,"Extraction of Right Ankle Tendon, Open Approach"
9163,2,"Microscopic examination of specimen from skin and other integument, culture and sensitivity"
0RU10KZ,1,"Supplement Cervical Vertebral Joint with Nonautologous Tissue Substitute, Open Approach"
2W53XYZ,6,Removal of Other Device on Abdominal Wall
2756,9,Other skin graft to lip and mouth
02HL0MZ,6,"Insertion of Cardiac Lead into Left Ventricle, Open Approach"
0TS14ZZ,1,"Reposition Left Kidney, Percutaneous Endoscopic Approach"
7691,7,Bone graft to facial bone
0QDL0ZZ,6,"Extraction of Right Tarsal, Open Approach"
04RR07Z,2,"Replacement of Right Posterior Tibial Artery with Autologous Tissue Substitute, Open Approach"
8764,2,Lower GI series
0H57XZZ,3,"Destruction of Abdomen Skin, External Approach"
0D2DXYZ,3,"Change Other Device in Lower Intestinal Tract, External Approach"
04R507Z,2,"Replacement of Superior Mesenteric Artery with Autologous Tissue Substitute, Open Approach"
06R407Z,1,"Replacement of Hepatic Vein with Autologous Tissue Substitute, Open Approach"
0J9930Z,7,"Drainage of Buttock Subcutaneous Tissue and Fascia with Drainage Device, Percutaneous Approach"
047Q3Z1,2,"Dilation of Left Anterior Tibial Artery using Drug-Coated Balloon, Percutaneous Approach"
047U3Z1,1,"Dilation of Left Peroneal Artery using Drug-Coated Balloon, Percutaneous Approach"
0DSP7ZZ,1,"Reposition Rectum, Via Natural or Artificial Opening"
02BL0ZZ,5,"Excision of Left Ventricle, Open Approach"
037G3FZ,1,"Dilation of Intracranial Artery with Three Intraluminal Devices, Percutaneous Approach"
0V9030Z,3,"Drainage of Prostate with Drainage Device, Percutaneous Approach"
0T900ZZ,1,"Drainage of Right Kidney, Open Approach"
0RH604Z,3,"Insertion of Internal Fixation Device into Thoracic Vertebral Joint, Open Approach"
00P032Z,1,"Removal of Monitoring Device from Brain, Percutaneous Approach"
4A107BD,1,"Monitoring of Intracranial Pressure, Via Natural or Artificial Opening"
B516YZZ,7,Fluoroscopy of Right Subclavian Vein using Other Contrast
B518YZZ,25,Fluoroscopy of Superior Vena Cava using Other Contrast
05C73ZZ,10,"Extirpation of Matter from Right Axillary Vein, Percutaneous Approach"
0D9N3ZX,2,"Drainage of Sigmoid Colon, Percutaneous Approach, Diagnostic"
00764ZZ,1,"Dilation of Cerebral Ventricle, Percutaneous Endoscopic Approach"
561,2,Ureteral meatotomy
7801,3,"Bone graft, scapula, clavicle, and thorax [ribs and sternum]"
5329,17,Other unilateral femoral herniorrhaphy
8049,7,"Division of joint capsule, ligament, or cartilage, other specified sites"
03783EZ,1,"Dilation of Left Brachial Artery with Two Intraluminal Devices, Percutaneous Approach"
03773DZ,4,"Dilation of Right Brachial Artery with Intraluminal Device, Percutaneous Approach"
0Q933ZX,4,"Drainage of Left Pelvic Bone, Percutaneous Approach, Diagnostic"
0BCL8ZZ,3,"Extirpation of Matter from Left Lung, Via Natural or Artificial Opening Endoscopic"
0S9N0ZX,2,"Drainage of Left Metatarsal-Phalangeal Joint, Open Approach, Diagnostic"
0S9M0ZX,2,"Drainage of Right Metatarsal-Phalangeal Joint, Open Approach, Diagnostic"
099M0ZZ,2,"Drainage of Nasal Septum, Open Approach"
0WB23ZX,1,"Excision of Face, Percutaneous Approach, Diagnostic"
0YJ93ZZ,1,"Inspection of Right Lower Extremity, Percutaneous Approach"
0STP0ZZ,1,"Resection of Right Toe Phalangeal Joint, Open Approach"
04QE0ZZ,6,"Repair Right Internal Iliac Artery, Open Approach"
8967,16,Monitoring of cardiac output by oxygen consumption technique
0VT30ZZ,1,"Resection of Bilateral Seminal Vesicles, Open Approach"
0VTQ0ZZ,2,"Resection of Bilateral Vas Deferens, Open Approach"
7631,6,Partial mandibulectomy
0QPH34Z,3,"Removal of Internal Fixation Device from Left Tibia, Percutaneous Approach"
7983,9,Open reduction of dislocation of wrist
02BG3ZZ,2,"Excision of Mitral Valve, Percutaneous Approach"
0PSP0ZZ,1,"Reposition Right Metacarpal, Open Approach"
0RPWX4Z,1,"Removal of Internal Fixation Device from Right Finger Phalangeal Joint, External Approach"
0GBH0ZX,6,"Excision of Right Thyroid Gland Lobe, Open Approach, Diagnostic"
253,1,Complete glossectomy
09JH8ZZ,3,"Inspection of Right Ear, Via Natural or Artificial Opening Endoscopic"
0DW67UZ,8,"Revision of Feeding Device in Stomach, Via Natural or Artificial Opening"
9442,1,Family therapy
5779,2,Other total cystectomy
061N09Y,2,"Bypass Left Femoral Vein to Lower Vein with Autologous Venous Tissue, Open Approach"
8092,4,"Other excision of joint, elbow"
0HQCXZZ,11,"Repair Left Upper Arm Skin, External Approach"
5586,4,Anastomosis of kidney
5695,4,Ligation of ureter
03V70CZ,4,"Restriction of Right Brachial Artery with Extraluminal Device, Open Approach"
0Y953ZZ,5,"Drainage of Right Inguinal Region, Percutaneous Approach"
0HRBX74,6,"Replacement of Right Upper Arm Skin with Autologous Tissue Substitute, Partial Thickness, External Approach"
0PBP0ZX,1,"Excision of Right Metacarpal, Open Approach, Diagnostic"
0X6Q0Z0,4,"Detachment at Right Middle Finger, Complete, Open Approach"
03793ZZ,8,"Dilation of Right Ulnar Artery, Percutaneous Approach"
0JXQ0ZB,2,"Transfer Right Foot Subcutaneous Tissue and Fascia with Skin and Subcutaneous Tissue, Open Approach"
0X6S0Z0,3,"Detachment at Right Ring Finger, Complete, Open Approach"
XFJD8A7,2,"Inspection of Pancreatic Duct using Single-use Duodenoscope, New Technology Group 7"
0SGC05Z,1,"Fusion of Right Knee Joint with External Fixation Device, Open Approach"
04V04DZ,1,"Restriction of Abdominal Aorta with Intraluminal Device, Percutaneous Endoscopic Approach"
0YP90JZ,2,"Removal of Synthetic Substitute from Right Lower Extremity, Open Approach"
0K973ZX,1,"Drainage of Right Upper Arm Muscle, Percutaneous Approach, Diagnostic"
2W43X5Z,2,Packing of Abdominal Wall using Packing Material
0RG2371,1,"Fusion of 2 or more Cervical Vertebral Joints with Autologous Tissue Substitute, Posterior Approach, Posterior Column, Percutaneous Approach"
01N13ZZ,1,"Release Cervical Nerve, Percutaneous Approach"
04VB3DZ,10,"Restriction of Inferior Mesenteric Artery with Intraluminal Device, Percutaneous Approach"
0J9N00Z,1,"Drainage of Right Lower Leg Subcutaneous Tissue and Fascia with Drainage Device, Open Approach"
0LU107Z,1,"Supplement Right Shoulder Tendon with Autologous Tissue Substitute, Open Approach"
07DR0ZZ,1,"Extraction of Iliac Bone Marrow, Open Approach"
0V9SXZZ,2,"Drainage of Penis, External Approach"
0VQS0ZZ,4,"Repair Penis, Open Approach"
0TS80ZZ,1,"Reposition Bilateral Ureters, Open Approach"
0T988ZX,1,"Drainage of Bilateral Ureters, Via Natural or Artificial Opening Endoscopic, Diagnostic"
0T743DZ,8,"Dilation of Left Kidney Pelvis with Intraluminal Device, Percutaneous Approach"
085E3ZZ,4,"Destruction of Right Retina, Percutaneous Approach"
D010BYZ,1,Low Dose Rate (LDR) Brachytherapy of Brain using Other Isotope
9901,9,Exchange transfusion
0DWD83Z,1,"Revision of Infusion Device in Lower Intestinal Tract, Via Natural or Artificial Opening Endoscopic"
08QY0ZZ,2,"Repair Left Lacrimal Duct, Open Approach"
4592,12,Anastomosis of small intestine to rectal stump
057D3D1,1,"Dilation of Right Cephalic Vein with Intraluminal Device, using Drug-Coated Balloon, Percutaneous Approach"
05753D1,1,"Dilation of Right Subclavian Vein with Intraluminal Device, using Drug-Coated Balloon, Percutaneous Approach"
05773D1,1,"Dilation of Right Axillary Vein with Intraluminal Device, using Drug-Coated Balloon, Percutaneous Approach"
05793D1,2,"Dilation of Right Brachial Vein with Intraluminal Device, using Drug-Coated Balloon, Percutaneous Approach"
B32RZZZ,2,Computerized Tomography (CT Scan) of Intracranial Arteries
0QN00ZZ,4,"Release Lumbar Vertebra, Open Approach"
0BB48ZZ,3,"Excision of Right Upper Lobe Bronchus, Via Natural or Artificial Opening Endoscopic"
04UL3JZ,3,"Supplement Left Femoral Artery with Synthetic Substitute, Percutaneous Approach"
0J9800Z,12,"Drainage of Abdomen Subcutaneous Tissue and Fascia with Drainage Device, Open Approach"
3770,6,"Initial insertion of lead [electrode], not otherwise specified"
0RHX04Z,2,"Insertion of Internal Fixation Device into Left Finger Phalangeal Joint, Open Approach"
0PRV07Z,1,"Replacement of Left Finger Phalanx with Autologous Tissue Substitute, Open Approach"
01R40JZ,1,"Replacement of Ulnar Nerve with Synthetic Substitute, Open Approach"
0QCC3ZZ,1,"Extirpation of Matter from Left Lower Femur, Percutaneous Approach"
04QH0ZZ,2,"Repair Right External Iliac Artery, Open Approach"
0SB43ZX,9,"Excision of Lumbosacral Disc, Percutaneous Approach, Diagnostic"
0YP9XYZ,1,"Removal of Other Device from Right Lower Extremity, External Approach"
0398,1,Removal of spinal thecal shunt
0784,6,Thoracoscopic total excision of thymus
0CX3XZZ,1,"Transfer Soft Palate, External Approach"
0J9L30Z,8,"Drainage of Right Upper Leg Subcutaneous Tissue and Fascia with Drainage Device, Percutaneous Approach"
0GT60ZZ,1,"Resection of Left Carotid Body, Open Approach"
03LJ3BZ,1,"Occlusion of Left Common Carotid Artery with Bioactive Intraluminal Device, Percutaneous Approach"
5534,3,Laparoscopic ablation of renal lesion or tissue
03UH0JZ,7,"Supplement Right Common Carotid Artery with Synthetic Substitute, Open Approach"
00HU3MZ,2,"Insertion of Neurostimulator Lead into Spinal Canal, Percutaneous Approach"
0MD20ZZ,2,"Extraction of Left Shoulder Bursa and Ligament, Open Approach"
0DBT3ZX,4,"Excision of Lesser Omentum, Percutaneous Approach, Diagnostic"
3E0D3GC,1,"Introduction of Other Therapeutic Substance into Mouth and Pharynx, Percutaneous Approach"
04V73DZ,3,"Restriction of Left Colic Artery with Intraluminal Device, Percutaneous Approach"
3E0R30M,3,"Introduction of Antineoplastic, Monoclonal Antibody, into Spinal Canal, Percutaneous Approach"
0F190D9,1,"Bypass Common Bile Duct to Common Bile Duct with Intraluminal Device, Open Approach"
8243,3,Delayed suture of other tendon of hand
08BPXZX,1,"Excision of Left Upper Eyelid, External Approach, Diagnostic"
8783,1,Opaque dye contrast hysterosalpingogram
0YH90YZ,1,"Insertion of Other Device into Right Lower Extremity, Open Approach"
0QRG07Z,5,"Replacement of Right Tibia with Autologous Tissue Substitute, Open Approach"
0UB90ZX,6,"Excision of Uterus, Open Approach, Diagnostic"
03S80ZZ,1,"Reposition Left Brachial Artery, Open Approach"
30233L1,2,"Transfusion of Nonautologous Fresh Plasma into Peripheral Vein, Percutaneous Approach"
0BCN4ZZ,9,"Extirpation of Matter from Right Pleura, Percutaneous Endoscopic Approach"
0B5J3ZZ,6,"Destruction of Left Lower Lung Lobe, Percutaneous Approach"
0JH634Z,2,"Insertion of Pacemaker, Single Chamber into Chest Subcutaneous Tissue and Fascia, Percutaneous Approach"
0YQGXZZ,1,"Repair Left Knee Region, External Approach"
0809,6,Other incision of eyelid
0885,2,"Other repair of laceration of eyelid, full-thickness"
0BND4ZZ,10,"Release Right Middle Lung Lobe, Percutaneous Endoscopic Approach"
0NUB07Z,2,"Supplement Nasal Bone with Autologous Tissue Substitute, Open Approach"
0NS204Z,1,"Reposition Left Frontal Bone with Internal Fixation Device, Open Approach"
041C0J2,1,"Bypass Right Common Iliac Artery to Mesenteric Artery with Synthetic Substitute, Open Approach"
0PSH3ZZ,1,"Reposition Right Radius, Percutaneous Approach"
06C04ZZ,5,"Extirpation of Matter from Inferior Vena Cava, Percutaneous Endoscopic Approach"
0HQU0ZZ,3,"Repair Left Breast, Open Approach"
0DU58JZ,2,"Supplement Esophagus with Synthetic Substitute, Via Natural or Artificial Opening Endoscopic"
07B03ZX,3,"Excision of Head Lymphatic, Percutaneous Approach, Diagnostic"
02U70JZ,1,"Supplement Left Atrium with Synthetic Substitute, Open Approach"
0DS90ZZ,4,"Reposition Duodenum, Open Approach"
02PA3RS,2,"Removal of Biventricular Short-term External Heart Assist System from Heart, Percutaneous Approach"
DP094ZZ,1,"Beam Radiation of Femur using Heavy Particles (Protons,Ions)"
0J903ZX,1,"Drainage of Scalp Subcutaneous Tissue and Fascia, Percutaneous Approach, Diagnostic"
0J9N0ZX,2,"Drainage of Right Lower Leg Subcutaneous Tissue and Fascia, Open Approach, Diagnostic"
05773DZ,3,"Dilation of Right Axillary Vein with Intraluminal Device, Percutaneous Approach"
0BU14KZ,2,"Supplement Trachea with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach"
0BU74KZ,1,"Supplement Left Main Bronchus with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach"
4231,1,Local excision of esophageal diverticulum
4465,1,Esophagogastroplasty
0Y6Q0Z2,6,"Detachment at Left 1st Toe, Mid, Open Approach"
09CKXZZ,5,"Extirpation of Matter from Nasal Mucosa and Soft Tissue, External Approach"
XFJB8A7,5,"Inspection of Hepatobiliary Duct using Single-use Duodenoscope, New Technology Group 7"
0JPT32Z,7,"Removal of Monitoring Device from Trunk Subcutaneous Tissue and Fascia, Percutaneous Approach"
00B74ZZ,5,"Excision of Cerebral Hemisphere, Percutaneous Endoscopic Approach"
0DNJ4ZZ,3,"Release Appendix, Percutaneous Endoscopic Approach"
B030YZZ,5,Magnetic Resonance Imaging (MRI) of Brain using Other Contrast
04C03ZZ,8,"Extirpation of Matter from Abdominal Aorta, Percutaneous Approach"
0D9E80Z,1,"Drainage of Large Intestine with Drainage Device, Via Natural or Artificial Opening Endoscopic"
0WPF4JZ,2,"Removal of Synthetic Substitute from Abdominal Wall, Percutaneous Endoscopic Approach"
3E0S30M,1,"Introduction of Antineoplastic, Monoclonal Antibody, into Epidural Space, Percutaneous Approach"
0VQS3ZZ,1,"Repair Penis, Percutaneous Approach"
